MSSV,Ho,Ten,Diem
19308995,Tori,Gregrory,9.8
19308996,Sam,Greenwald,5
19308997,Emmey,Bonucci,5.7
19308998,Verla,Capello,3.7
19308999,Evaleen,Maribeth,2.7
19309000,Jean,Tengdin,5.9
19309001,Tani,Talia,2.6
19309002,Nita,Tomasina,4
19309003,Tracey,Brunell,6.6
19309004,Pollyanna,Stelle,9.7
19309005,Robbi,Simmonds,4.6
19309006,Ursulina,Mike,1.1
19309007,Julieta,Seligman,8.8
19309008,Micheline,Bluh,1.9
19309009,Lila,Oneida,2.8
19309010,Tera,Nahum,6.1
19309011,Cecile,Boehike,8.1
19309012,Kylynn,Alice,9.9
19309013,Ivett,Nance,3.7
19309014,Rhoda,Schalles,9.4
19309015,Abbie,Voletta,3.9
19309016,Gui,Johanna,1.8
19309017,Charmaine,Colp,6.9
19309018,Lorie,Thornburg,4.2
19309019,Ruthe,LaRue,3.3
19309020,Amelia,Ulphia,5.7
19309021,Tera,Forrer,4.5
19309022,Bill,Madelene,10
19309023,Janis,Phyllis,6.4
19309024,Penelopa,Munn,9.3
19309025,Elsie,Hillel,1.9
19309026,Ashlee,Atcliffe,10
19309027,Jenilee,Kronfeld,3.7
19309028,Candy,Thilda,5.1
19309029,Nannie,Pond,8.6
19309030,Dale,Aurelio,6.1
19309031,Frieda,Margret,2.7
19309032,Ginnie,Danby,5
19309033,Jenilee,Eben,2.1
19309034,Rani,Karna,2.1
19309035,Roxane,O'Neill,2.7
19309036,Lolita,Magdalen,9.5
19309037,Dyann,Middleton,1.1
19309038,Ardeen,Kress,7.1
19309039,Lisette,Flita,3.5
19309040,Iseabal,Soneson,3.4
19309041,Susan,Alrich,9.6
19309042,Melodie,Eiser,1.7
19309043,Jennica,Malvino,9.8
19309044,Vonny,Anestassia,5.5
19309045,Brietta,Alice,2.5
19309046,Jerry,Ricarda,2
19309047,Mariann,Norvol,4.3
19309048,Helena,Jagir,4.5
19309049,Kirbee,Sabella,8.4
19309050,Elyssa,An,6.2
19309051,Brena,Gunn,7.7
19309052,Shel,Bevin,3.8
19309053,Pierette,Gamaliel,5.5
19309054,Hannis,Ulphia,8
19309055,Fayre,Hamil,8.9
19309056,Jaclyn,Alice,1.3
19309057,Damaris,Carolin,1.4
19309058,Renae,Gladstone,7.3
19309059,Daphne,Morrill,8.9
19309060,Dyann,Standing,9.9
19309061,Ursulina,McClimans,6.8
19309062,Danny,Malvino,8.4
19309063,Giustina,Sidonius,2
19309064,Shauna,Alcott,6.1
19309065,Eugine,Hazlett,5.6
19309066,Tina,Ludewig,9.9
19309067,Stephanie,Burkle,4.7
19309068,Susan,Trinetta,5.3
19309069,Dede,Ciro,1.2
19309070,Melisent,Vale,4
19309071,Jsandye,Seligman,3.9
19309072,Brianna,Hillel,9.5
19309073,Linzy,Chem,9.8
19309074,Adriana,Reidar,1.9
19309075,Justinn,Carri,1.3
19309076,Susan,Buckler,1.1
19309077,Arlina,Lory,7.3
19309078,Carly,Leffen,5.9
19309079,Kimmy,Holtz,4.6
19309080,Tressa,Honoria,9.7
19309081,Ruthe,Chapland,6.3
19309082,Joane,Decato,7.3
19309083,Antonietta,Talia,9.8
19309084,Bobinette,Weaks,1
19309085,Pollyanna,Sheng,3.4
19309086,Gisela,Belanger,2.1
19309087,Willetta,Maxi,1.5
19309088,Gaylene,Barbey,6
19309089,Demetris,Bibi,10
19309090,Courtnay,Cordi,3.1
19309091,Justinn,Estella,5.8
19309092,Annaliese,Plato,1.4
19309093,Atlanta,Mata,9.5
19309094,Arlena,Nester,9.5
19309095,Ebonee,Pitt,6.6
19309096,Raf,Gilbertson,9.6
19309097,Elora,Georgy,9.9
19309098,Penelopa,Halla,3.1
19309099,Tera,Diogenes,7.6
19309100,Merle,Rustice,1.9
19309101,Dari,Nickola,7.7
19309102,Aurore,Tyson,8.8
19309103,Fred,Olin,9.9
19309104,Tilly,Oster,2.3
19309105,Aimil,Rustice,1.7
19309106,Sean,Sacken,6.7
19309107,Odessa,Liva,1.8
19309108,Micheline,Whiffen,8.1
19309109,Genovera,Old,8.7
19309110,Ofilia,Pattin,5.4
19309111,Ayn,Lenny,7.7
19309112,Janenna,Baptlsta,4
19309113,Cristine,Pozzy,9.4
19309114,Moyna,Grobe,9.5
19309115,Leanna,Constancy,1.7
19309116,Pearline,Colyer,4.4
19309117,Dolli,Hanshaw,7.2
19309118,Norine,Durante,6.8
19309119,Taffy,Deegan,8.9
19309120,Christian,Sikorski,2.1
19309121,Augustine,Audly,6
19309122,Ebonee,Astra,1.8
19309123,Katleen,Ciro,6.1
19309124,Leeanne,Klotz,9.1
19309125,Kamilah,Eugenia,7.4
19309126,Zaria,Margret,5.4
19309127,Johna,Wallis,5.4
19309128,Aeriela,Kare,1.4
19309129,Averyl,Cadmar,10
19309130,Corene,Marden,6.2
19309131,Ilse,Gower,2.7
19309132,Dede,Luhe,9.1
19309133,Laure,Schonfeld,7.4
19309134,Nicoli,Dalli,4.5
19309135,Lulita,Meli,6.2
19309136,Karlee,Harned,9.4
19309137,Calla,Pozzy,9.8
19309138,Doralynne,Toffic,9.6
19309139,Marleah,Rudolph,9.7
19309140,Susan,Goddard,5.7
19309141,Charmaine,Ricarda,3.8
19309142,Ursulina,Hoenack,8.8
19309143,Flo,Goldina,8
19309144,Karena,Birdella,9.3
19309145,Sybille,Delacourt,6.1
19309146,Ileana,Clie,1.8
19309147,Georgetta,Dex,10
19309148,Kittie,Havens,7.7
19309149,Ricky,Andrel,5.2
19309150,Camile,Karna,7.6
19309151,Claresta,Mata,1.9
19309152,Clementine,Georas,3
19309153,Vevay,Ashely,6.7
19309154,Rosene,Beebe,9.7
19309155,Fredericka,Lalitta,3.2
19309156,Orelia,Podvin,7.1
19309157,Marnia,Amadas,8.5
19309158,Letizia,Alwin,3
19309159,Dulcinea,Glovsky,2.8
19309160,Meriel,Obed,7
19309161,Gianina,Fredi,2.6
19309162,Cam,Martguerita,4.3
19309163,Elise,Chobot,9.9
19309164,Claresta,Mayeda,9.1
19309165,Vanessa,Michella,6.8
19309166,Sashenka,Glenden,5.6
19309167,Zondra,Burkle,5.6
19309168,Nerta,Lewes,9.4
19309169,Dione,Kannry,6.5
19309170,Amalie,Cohdwell,6.3
19309171,Ronna,Sacken,1.2
19309172,Barbi,Rocray,9.7
19309173,Maryellen,Tengdin,9.2
19309174,Joleen,Loeb,7.5
19309175,Phedra,Carvey,5.7
19309176,Averyl,Madelene,1.9
19309177,Jolyn,Whittaker,8.1
19309178,Ardenia,Gilbertson,6.5
19309179,Ebonee,Oscar,5.3
19309180,Carlie,Leopold,3.5
19309181,Maurene,Ries,8.1
19309182,Jeanna,Seagraves,3.8
19309183,Ivett,Wilona,8.7
19309184,Pierette,Old,6.2
19309185,Kelly,Baylor,7.6
19309186,Kristina,Jacinda,1.9
19309187,Lory,Tomasina,6.5
19309188,Ann-Marie,MacIntosh,4.6
19309189,Renie,Abram,5.1
19309190,Corina,Goerke,9.3
19309191,Kimberley,Israeli,6.9
19309192,Tierney,Adlare,1.1
19309193,Gaylene,Hamil,1.1
19309194,Tracey,Taima,1.4
19309195,Caryl,Ader,9.3
19309196,Kittie,Dielu,9.6
19309197,Krystle,Gemini,8.7
19309198,Shaylyn,Joachim,9.5
19309199,Estell,Verger,2.4
19309200,Maurene,Saunderson,7.2
19309201,Sybille,Cressida,9.4
19309202,Daphne,Cleavland,6.4
19309203,Babita,Gordon,9.3
19309204,Natka,Hessler,6.9
19309205,Reeba,Constancy,1.8
19309206,Kristan,Gabrielli,4.9
19309207,Melanie,Wiener,10
19309208,Vevay,Chauncey,9.1
19309209,Phylis,Adlare,6.7
19309210,Kassey,Libna,2.3
19309211,Pamella,Kronfeld,1.7
19309212,Vonny,Woodberry,4.4
19309213,Janeczka,Eldrid,3.9
19309214,Rhea,Ranjiv,4
19309215,Cathie,Danby,6.3
19309216,Konstance,Fillbert,2.1
19309217,Anallese,Wilona,5.8
19309218,Kerrin,Buffum,7.3
19309219,Mahalia,Rubie,1.1
19309220,Ardenia,Corabella,4
19309221,Kore,Jena,1
19309222,Bobbi,Bebe,1.9
19309223,Ruthe,Dudley,7.1
19309224,Moyna,MacIntosh,7.3
19309225,Alia,Eno,1.9
19309226,Rayna,Zrike,6.2
19309227,Concettina,Valerio,2.5
19309228,Tarra,Othilia,4.3
19309229,Sissy,Rodmann,6.2
19309230,Calla,Ephrem,6.1
19309231,Sashenka,Lacombe,6.1
19309232,Carlie,Buckler,4
19309233,Karina,Pond,8
19309234,Valli,Buffum,5.5
19309235,Britni,Faria,6.7
19309236,Briney,Shama,2
19309237,Antonietta,Aprile,5.6
19309238,Paule,Natalia,4
19309239,Hayley,Mathilde,4.1
19309240,Stevana,Croix,1.9
19309241,Celene,Smitt,9.2
19309242,Letizia,Fairweather,8.6
19309243,Renie,Byrne,3.4
19309244,Paule,Hanleigh,10
19309245,Tera,Clarissa,2.1
19309246,Kayla,Colbert,8.2
19309247,Jan,Pattin,9.2
19309248,Catrina,Chabot,5.5
19309249,Hannis,Karna,6.8
19309250,Silvana,Seessel,9.5
19309251,Kalina,Couture,9
19309252,Halette,Concha,9.2
19309253,Britte,Clywd,9.8
19309254,Esmeralda,Fitzsimmons,3.6
19309255,Elbertina,Sammons,4.8
19309256,Estell,Bebe,9.6
19309257,Damaris,Klemperer,8
19309258,Clarice,Nester,9.7
19309259,Lanae,Noelyn,5.5
19309260,Marylou,Velick,4.4
19309261,Gale,Zachary,1.3
19309262,Tamqrah,Longfellow,8.9
19309263,Romona,Shama,9.7
19309264,Lisette,Horan,1.2
19309265,Gerrie,Paton,1.6
19309266,Concettina,Kendrick,3.8
19309267,Blondelle,Maples,5.1
19309268,Bee,Kendrick,1.9
19309269,Cam,Pyle,1.1
19309270,Yvonne,Raseda,8.4
19309271,Taffy,Jefferey,8.8
19309272,Feliza,Gibbeon,4.5
19309273,Sue,Nea,4.2
19309274,Basia,Duwalt,8.7
19309275,Tamqrah,Greyson,2.1
19309276,Joelly,Kronfeld,4.3
19309277,Constance,Gwenore,9.6
19309278,Daryl,Kolnick,4.5
19309279,Tracey,Nunci,5.8
19309280,Lilith,Maples,5.1
19309281,Tami,Schroth,9.6
19309282,Glynnis,Delacourt,6.4
19309283,Sherrie,Henebry,1.1
19309284,Christian,Scammon,5.6
19309285,Kary,Blase,9.8
19309286,Verla,Jenness,8.4
19309287,Tarra,Uird,9.9
19309288,Aryn,Fulmer,8.6
19309289,Ingrid,An,1.1
19309290,Roseline,Wilkinson,5.9
19309291,Jordan,Claudine,9
19309292,Andeee,Lindemann,8.7
19309293,Larine,Robertson,5.5
19309294,Calla,Terencio,5.8
19309295,Clarice,McGrody,4.8
19309296,Concettina,Andrel,7.8
19309297,Rhoda,Martguerita,2.5
19309298,Nessie,Dearborn,5.2
19309299,Shannah,Hachmin,3.3
19309300,Anthia,Felecia,9.7
19309301,Maud,Philoo,9.2
19309302,Jany,Infield,6.7
19309303,Heddie,Keelia,4.4
19309304,Lauryn,Pearse,8.7
19309305,Wendi,Raffo,3.8
19309306,Marita,Penelopa,1.3
19309307,Paola,Bergman,4.6
19309308,Silvana,Timon,5.1
19309309,Ilse,Fiester,9.8
19309310,Daphne,Strephon,5
19309311,Ekaterina,Lay,1.5
19309312,Gertrud,Fillbert,1.9
19309313,Cissiee,Giule,5.5
19309314,Hettie,Timon,9.9
19309315,Leanna,Atcliffe,9
19309316,Mildrid,Publia,8.6
19309317,Grier,Winnick,5.4
19309318,Alleen,Yerkovich,5
19309319,Chandra,Elo,3.3
19309320,Karena,Elvyn,2.2
19309321,Silvana,Nahum,9.8
19309322,Eolanda,Abram,5.8
19309323,Celestyna,Grimbly,1.4
19309324,Deirdre,Havens,11
19309325,Regina,Teryn,6.7
19309326,Morganica,Rad,6.2
19309327,Rhea,Susannah,6.8
19309328,Mignon,Thad,8.8
19309329,Dacia,Trinetta,6.7
19309330,Siana,Orpah,1.4
19309331,Marti,Docilla,7
19309332,Jere,Tippets,5.8
19309333,Gabriellia,Casimir,9.6
19309334,Karolina,Mathilde,9.4
19309335,Millie,Magnolia,8.9
19309336,Eolanda,Abbot,8.3
19309337,Edith,Timon,3.5
19309338,Joane,Wilkinson,4.8
19309339,Tani,Wyn,9.8
19309340,Margette,Quinn,3.4
19309341,Lily,Kiyoshi,2.3
19309342,Andeee,Gualtiero,8.6
19309343,Kerrin,Bultman,7.8
19309344,Shauna,Dorothy,2.6
19309345,Luci,Ivens,11
19309346,Ingrid,Brady,8.6
19309347,Cherilyn,Aldric,3.5
19309348,Gianina,Alarise,8.2
19309349,Minne,Yerkovich,5.2
19309350,Lenna,Lymann,2.1
19309351,Belva,Codding,1
19309352,Rosene,Duwalt,1.1
19309353,Selia,Ahab,3.7
19309354,Farrah,Dex,9.3
19309355,Mamie,Geffner,3.1
19309356,Corina,Carbo,9.3
19309357,Mallory,Erminia,9.8
19309358,Dawn,Jagir,9
19309359,Lilith,Roxanna,9.7
19309360,Gwenneth,Remmer,9.4
19309361,Hermione,Mathilde,8.5
19309362,Annice,Tamar,8.5
19309363,Flo,Irmine,2.4
19309364,Genevra,Thema,4.4
19309365,Janey,Atonsah,8.7
19309366,Sidoney,Nerita,9.9
19309367,Debee,Gillan,9.4
19309368,Bee,Abbot,9.8
19309369,Berta,Maroney,8.2
19309370,Yetty,Garbe,9.9
19309371,Taffy,Millda,5.2
19309372,Bobbi,Ardra,1.6
19309373,Ilse,Kat,9.4
19309374,Ekaterina,Chobot,7.8
19309375,Donetta,Laurianne,3.7
19309376,Viki,Colbert,9.1
19309377,Catrina,Michella,2.7
19309378,Kellen,Janith,2.7
19309379,Nannie,Glenden,9.3
19309380,Orelia,Lilybelle,4.2
19309381,Genevra,Eiser,8.8
19309382,Ebonee,Monk,1.7
19309383,Stevana,Trinetta,5.2
19309384,Ashlee,Joli,6.8
19309385,Nadine,Zitvaa,2.2
19309386,Hallie,McLaughlin,7.5
19309387,Danika,Pierette,7
19309388,Janenna,Gordon,7.8
19309389,Florencia,Standing,2.5
19309390,Cecile,Colleen,9.3
19309391,Betta,Martsen,8.5
19309392,Clary,Carolin,9.6
19309393,Edyth,Zina,8.2
19309394,Orelia,Susannah,4.2
19309395,Randa,Seumas,8.2
19309396,Nessie,Mike,4.2
19309397,Jere,Philoo,8.2
19309398,Deane,Gamaliel,6.3
19309399,Leona,Borrell,5.3
19309400,Angelique,Byrne,4.7
19309401,Emma,Fiester,6.8
19309402,Bobinette,Hunfredo,3.8
19309403,Kristan,Cornelia,9.9
19309404,Christy,Saree,4.1
19309405,Lorie,Beniamino,3.9
19309406,Janey,Faso,2.9
19309407,Catrina,August,4.9
19309408,Cherrita,Eugenia,9.9
19309409,Valera,Suk,8.2
19309410,Konstance,Remmer,3.5
19309411,Hildegaard,Darrell,3
19309412,Gertrud,Velick,4
19309413,Nanete,Ortrude,6.6
19309414,Asia,Monk,1.7
19309415,Kirbee,Han,9.7
19309416,Fina,Krystle,2.1
19309417,Amii,Harday,8.2
19309418,Deane,Pascia,9.2
19309419,Kaja,Auberbach,9.5
19309420,Eugine,Pillsbury,1.6
19309421,Latisha,Jehu,3.5
19309422,Devina,Gerge,9.5
19309423,Henriette,Bigner,3.8
19309424,Ivett,Anis,5.1
19309425,Kenna,Wittie,6.9
19309426,Deedee,Crudden,4.9
19309427,Mildrid,Anselmi,9.9
19309428,Alexine,Felizio,9.8
19309429,Lisette,Lucienne,8.7
19309430,Alex,Ailyn,7.6
19309431,Nelle,Sheng,7.8
19309432,Deane,Oster,9.8
19309433,Annaliese,Johnsson,3
19309434,Brietta,Sandye,9.9
19309435,Vonny,Telfer,9.6
19309436,Fina,Brieta,5.7
19309437,Carlie,Madelene,5.6
19309438,Nataline,Ortrude,8.7
19309439,Imojean,Olnee,5.4
19309440,Brietta,Eachern,7.9
19309441,Ashlee,Bertold,6.3
19309442,Mureil,Sekofski,4.6
19309443,Judy,Caitlin,4.1
19309444,Evaleen,Chauncey,9.2
19309445,Belva,Zrike,7.3
19309446,Evaleen,Bibi,4
19309447,Raf,Kronfeld,2.8
19309448,Gerrie,Arathorn,5.6
19309449,Lisette,Kunin,5.1
19309450,Tilly,Yerkovich,6.5
19309451,Lindie,Niles,3.9
19309452,Hermione,Malvino,9.9
19309453,Deane,Haymes,4.4
19309454,Mady,Zetta,1.5
19309455,Odessa,Garlinda,4.4
19309456,Kimberley,Hessler,3.5
19309457,Elbertina,Mandler,8.3
19309458,Catharine,Taima,5.9
19309459,Leia,Fabiola,2.5
19309460,Noelle,Durware,9.8
19309461,Belinda,Nikaniki,7.4
19309462,Ida,McClimans,1.5
19309463,Susan,Adamsen,9.4
19309464,Jillayne,Catie,5.4
19309465,Lonnie,Baudin,5.8
19309466,Corry,Karl,6.7
19309467,Johna,Bury,2.9
19309468,Wendi,Chabot,4.3
19309469,Norine,Lory,7.7
19309470,Ofilia,Merriott,9.8
19309471,Susan,Hoenack,2.4
19309472,Jaclyn,Saint,11
19309473,Jessamyn,Pillsbury,4
19309474,Corene,Alcott,4.7
19309475,Flo,Codding,8.9
19309476,Vere,Mauer,6.6
19309477,Marita,Bergman,9.5
19309478,Rubie,Bach,10
19309479,Shannah,Drisko,1.8
19309480,Rosanne,Karna,1.9
19309481,Nyssa,Cornelia,9.1
19309482,Asia,Astra,2.4
19309483,Lorie,Olin,5.3
19309484,Lily,Henrie,1.8
19309485,Philis,Leary,8
19309486,Millie,Florina,6.4
19309487,Valeda,Oscar,4.2
19309488,Jolyn,Lalitta,7.2
19309489,Amara,Maisey,7.7
19309490,Marnia,Adamsen,9.1
19309491,Trixi,Milson,7
19309492,Barbara,Camden,9.4
19309493,Merrie,Auberbach,9
19309494,Blake,Irmine,7
19309495,Gerrie,Belanger,9.2
19309496,Kirstin,Douglass,1.4
19309497,Carree,Sibyls,2.1
19309498,Albertina,Kalinda,9.4
19309499,Wanda,Noman,9.1
19309500,Cyndie,Christine,9.6
19309501,Britni,Ricarda,1.5
19309502,Cecile,Moina,9.4
19309503,Glynnis,Vilma,9.6
19309504,Violet,Scammon,6.8
19309505,Kial,Torray,9.3
19309506,Brooks,Publia,6.1
19309507,Ira,Wilkinson,9.6
19309508,Robinia,Hurley,10
19309509,Phylis,Isacco,6
19309510,Christal,Emmaline,3.8
19309511,Addia,Dalli,3.5
19309512,Elora,Radu,1.1
19309513,Vanessa,Deegan,2.3
19309514,Kelly,Millda,2.6
19309515,Giustina,Vins,6.9
19309516,Desirae,Ortrude,9.6
19309517,Chere,Franza,1.5
19309518,Dale,Felecia,3.3
19309519,Berta,Cleo,5.4
19309520,Lyssa,Gordon,3.4
19309521,Marguerite,Pierette,3.4
19309522,Merry,Persse,9.6
19309523,Catrina,Rese,2.6
19309524,Felice,Merna,9.5
19309525,Katharina,Riva,1
19309526,Tori,Genna,5.7
19309527,Rhoda,Suk,9.4
19309528,Rhoda,Pauly,3.3
19309529,Jessy,Capello,5.4
19309530,Lila,Jena,8.2
19309531,Celene,Astra,9.5
19309532,Brena,Bigner,8.7
19309533,Gavrielle,Kravits,9.1
19309534,Alisha,Tayib,9.9
19309535,Adele,Heisel,1.6
19309536,Patricia,Roarke,3.7
19309537,Adelle,Clarissa,1.4
19309538,Karly,Ummersen,2
19309539,Eugine,Penelopa,5.3
19309540,Nonnah,Aaberg,2.3
19309541,Carol-Jean,Raffo,5.6
19309542,Chere,Connelly,7.4
19309543,Doralynne,Callista,3.4
19309544,Marcelline,Bluh,5.9
19309545,Gusty,Myrilla,5.2
19309546,Hallie,Janith,5
19309547,Brena,Penelopa,9
19309548,Bobbi,Goldina,2.2
19309549,Lenna,Celestine,7.7
19309550,Wanda,Margret,6.7
19309551,Judy,Glenden,2.5
19309552,Karly,Ammann,7.9
19309553,Gilda,Joeann,7.1
19309554,Averyl,Mallon,6.5
19309555,Annora,Naashom,7.3
19309556,Halette,Isidore,2.9
19309557,Elmira,Stover,3.9
19309558,Gilda,Waite,4.1
19309559,Krystle,Briney,9.6
19309560,Brietta,Even,8.6
19309561,Thalia,Louanna,4.7
19309562,Livvyy,Amasa,4.4
19309563,Lauryn,Leary,5.2
19309564,Ada,Delila,6.9
19309565,Dolli,Gillan,2.5
19309566,Michaelina,Thar,4
19309567,Fawne,Lorain,7.3
19309568,Donnie,Colyer,8.6
19309569,Cathie,Pernick,2
19309570,Cristabel,Sheng,4.6
19309571,Corina,Roche,9.9
19309572,Katuscha,Amadas,6.6
19309573,Rani,Zuzana,5.6
19309574,Jenilee,Bertold,7.8
19309575,Gabriellia,Anderea,5.6
19309576,Tabbatha,Diogenes,8.2
19309577,Iseabal,Fontana,1.8
19309578,Magdalena,Anton,6.1
19309579,Malina,Lumbard,1.9
19309580,Cassandra,Berriman,8.7
19309581,Wileen,Maryanne,4.1
19309582,Ada,Jacobah,9.6
19309583,Valera,Ludewig,1.6
19309584,Teriann,Presber,2.5
19309585,Valeda,Cloris,9.7
19309586,Sophia,Hedve,4.7
19309587,Katharina,Burnside,3.8
19309588,Leona,Woodberry,6.3
19309589,Shandie,Stilwell,8.5
19309590,Brianna,Colyer,5.5
19309591,Joeann,Salchunas,5.8
19309592,Edith,Andrel,4.7
19309593,Maridel,Ellerey,9.8
19309594,Gertrud,Peg,2.1
19309595,Flo,Sinegold,8
19309596,Queenie,Aloise,4.9
19309597,Alameda,Schroth,6.3
19309598,Ann-Marie,Hubert,8.6
19309599,Wendi,Ludewig,9.4
19309600,Elfreda,Corilla,8.9
19309601,Netty,Celestine,8.1
19309602,Nicoli,Buttaro,5.5
19309603,Vanessa,Morehouse,10
19309604,Evaleen,Arquit,3.9
19309605,Meriel,Hathaway,9.5
19309606,Julieta,Georgy,6.7
19309607,Trudie,Ulphia,4.8
19309608,Fina,Jobi,9.1
19309609,Gwenneth,Evvie,5.8
19309610,Ingrid,Lindemann,3.6
19309611,Raquela,Gert,4.5
19309612,Kara-Lynn,Vilma,5.3
19309613,Kristina,Amadas,2
19309614,Nikki,Nikaniki,2
19309615,Frances,Obed,5.5
19309616,Bernardine,Aldric,9.1
19309617,Chastity,Fulmer,9.5
19309618,Drucie,Rosette,5.4
19309619,Merrie,Madelene,1.8
19309620,Aili,Douglass,4.6
19309621,Maud,Khorma,7.9
19309622,Deedee,Rosemary,9.1
19309623,Selma,Liva,5.8
19309624,Ruthe,Yam,6.8
19309625,Clary,Yoko,6.9
19309626,Mureil,Center,3.7
19309627,Heddie,Lytton,9.8
19309628,Shel,Lumbard,6
19309629,Paola,Ferino,8
19309630,Anthia,Center,6.5
19309631,Mariann,Belldas,2
19309632,Benita,Fadiman,7.8
19309633,Mamie,Bow,9.7
19309634,Theodora,Skurnik,2.8
19309635,Goldie,Luhe,9.1
19309636,Shel,Bertold,2.3
19309637,Celene,Johanna,2.7
19309638,Coral,Brotherson,2.9
19309639,Brena,Tremayne,3.5
19309640,Dennie,Rustice,3.6
19309641,Leona,Thornburg,1.8
19309642,Tabbatha,Israeli,2.2
19309643,Sara-Ann,Ellord,4.5
19309644,Gilligan,Vary,5.2
19309645,Netty,Carri,8.9
19309646,Darlleen,Leopold,8.3
19309647,Joceline,Borrell,5.2
19309648,Maridel,Delp,9.9
19309649,Lelah,Magdalen,1.5
19309650,Kimberley,Muriel,4.4
19309651,Frances,Yate,8.8
19309652,Moyna,Masao,7.7
19309653,Coral,Crudden,6.5
19309654,Dacia,Casimir,9.8
19309655,Pierette,Henebry,8.3
19309656,Heida,Carbo,4.7
19309657,Merrie,Maribeth,5.8
19309658,Catrina,Millda,4.6
19309659,Meghann,Lane,6.5
19309660,Kathy,Sigfrid,1.2
19309661,Philis,Bronk,2.2
19309662,Nollie,Kiyoshi,8.2
19309663,Latisha,Chabot,3.4
19309664,Althea,Fleeta,7.3
19309665,Lauryn,Schonfeld,8.1
19309666,Linzy,Lymann,2.2
19309667,Sindee,Tamsky,7
19309668,Jenilee,Remmer,6.4
19309669,Annora,Jeanne,5.7
19309670,Magdalena,Bluh,3.7
19309671,Daphne,Allys,4.4
19309672,Aurelie,Adore,9.6
19309673,Violet,Chaing,4.1
19309674,Suzette,Lissi,9.8
19309675,Babita,Mauer,6.5
19309676,Sibella,Ruvolo,5.7
19309677,Dede,Helfand,9.1
19309678,Karlee,Kravits,9.5
19309679,Meghann,Delp,6.1
19309680,Nikki,Morrill,9.3
19309681,Kelly,Elo,1.5
19309682,Ursulina,Frendel,2
19309683,Fawne,Rhu,7.4
19309684,Rhoda,Jacqui,9.6
19309685,Nollie,Alva,3.6
19309686,Joleen,Zola,2.7
19309687,Ethel,Charity,8.5
19309688,Tori,Shelba,2.2
19309689,Keelia,Si,6.8
19309690,Trudie,Jarib,1.9
19309691,Augustine,Orelee,3.6
19309692,Darci,Anyah,4.9
19309693,Chere,Philipp,3.5
19309694,Kathy,Berriman,9.6
19309695,Amelia,Evangelia,9.6
19309696,Rebeca,Slifka,7.1
19309697,Melanie,Land,9
19309698,Lonnie,Ahab,9.7
19309699,Shandie,Teryn,9
19309700,Sadie,Minetta,4
19309701,Priscilla,Love,6.4
19309702,Minne,Cosenza,1.5
19309703,Trixi,Franza,2.4
19309704,Dominga,Nelsen,1.4
19309705,Drucie,Carleen,8.9
19309706,Mady,Lesley,2.8
19309707,Candi,Beebe,5.6
19309708,Valli,Robertson,3.2
19309709,Arabel,Bethany,9.7
19309710,Glenda,Darbie,7.8
19309711,Damaris,Gaspard,5.5
19309712,Agnese,Mandler,6.9
19309713,Aryn,Baudin,3.6
19309714,Lulita,Adalbert,2.7
19309715,Mariele,Stoller,5.5
19309716,Nadine,Shama,2.8
19309717,Marinna,Dimitris,11
19309718,Micheline,Bultman,9.8
19309719,Edee,Hazlett,1.1
19309720,Karly,Jefferey,4.5
19309721,Donetta,Fennessy,9.5
19309722,Lory,Tamsky,6.1
19309723,Silvana,Kimmie,2.7
19309724,Charmaine,Couture,2.3
19309725,Ardenia,Goldina,10
19309726,Hettie,Kannry,3.6
19309727,Tani,Eliathas,4.6
19309728,Audrie,Yerkovich,9.2
19309729,Dode,Adlare,9.3
19309730,Sadie,Boehike,9.5
19309731,Alie,Ciapas,3.7
19309732,Jere,Lynn,3.3
19309733,Lucy,Hull,2.4
19309734,Liana,Delila,1.4
19309735,Sybille,Gower,9.9
19309736,Jacenta,Fairweather,9.4
19309737,Etta,Schenck,9.6
19309738,Alexine,Fredi,8.6
19309739,Tina,Pierette,6.2
19309740,Lily,Durante,9.6
19309741,Phylis,Magnolia,4.6
19309742,Kathy,Ashely,3.5
19309743,Drucie,Grobe,2.1
19309744,Brianna,Daegal,1.7
19309745,Krystle,Vorster,6
19309746,Janis,Carvey,6.3
19309747,Alyssa,Cleo,4
19309748,Leanna,Raseda,5.9
19309749,Debee,Sharl,9.3
19309750,Kary,Geffner,6.2
19309751,Chandra,Lasley,8.8
19309752,Ira,Bertold,3.2
19309753,Marylou,Mitzi,7.6
19309754,Julieta,Blisse,9.5
19309755,Betta,Vins,5.1
19309756,Phedra,Karna,7.2
19309757,Nananne,Beniamino,3.1
19309758,Hannis,Berl,5.6
19309759,Dorothy,Hanleigh,7.1
19309760,Halette,Thar,3
19309761,Dari,Madox,2.8
19309762,Sandie,Moina,4.5
19309763,Gilda,Andrel,5.1
19309764,Ivett,Kronfeld,7.3
19309765,Cindelyn,Schroth,4.1
19309766,Mariele,Flita,1.7
19309767,Shaylyn,Elsinore,2.9
19309768,Dominga,LaRue,9.3
19309769,Diena,Ardra,2.7
19309770,Karena,Willie,4
19309771,Daphne,Shirberg,1.5
19309772,Dari,Kristi,6.8
19309773,Caressa,Teddman,6
19309774,Rosanne,Japeth,1.2
19309775,Jemie,Rogerio,6.3
19309776,Zia,Elsinore,4.8
19309777,Oona,Gaynor,9.9
19309778,Viviene,Ehrman,10
19309779,Fanchon,Maribeth,7.3
